Ligne	Composant	Colonne	Ancien	Nouveau	Preuve (commit + verification)
L104	OrigamFileFieldListItem	Gravite	majeur	aucun	C5 defaut -> conforme : meme correctif que OrigamFileFieldDragNDropItem (fichier de test partage), voir cette ligne pour le detail.
L104	OrigamFileFieldListItem	Ticket	#418	#418 ; CORRIGE — couverture C5 ajoutee (10/09) — #418	C5 defaut -> conforme : meme correctif que OrigamFileFieldDragNDropItem (fichier de test partage), voir cette ligne pour le detail.
L104	OrigamFileFieldListItem	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L185	OrigamTextField	C5	defaut	conforme	C5 defaut -> conforme : update:active retire d'ITextFieldEmits (n'etend plus IFieldEmits), avec commentaire explicite (a6486ee4, 03/09 -- ANTERIEUR a la mesure, verdict perime ; verifie grep sur l'interface). Ce n'est pas un cablage, c'est un retrait assume : la surface d'emits ne promet plus ce qu'elle ne tient pas.
L185	OrigamTextField	Gravite	majeur	aucun	C5 defaut -> conforme : update:active retire d'ITextFieldEmits (n'etend plus IFieldEmits), avec commentaire explicite (a6486ee4, 03/09 -- ANTERIEUR a la mesure, verdict perime ; verifie grep sur l'interface). Ce n'est pas un cablage, c'est un retrait assume : la surface d'emits ne promet plus ce qu'elle ne tient pas.
L185	OrigamTextField	Ticket	-	C5 CORRIGE — retrait volontaire de update:active (a6486ee4, 03/09)	C5 defaut -> conforme : update:active retire d'ITextFieldEmits (n'etend plus IFieldEmits), avec commentaire explicite (a6486ee4, 03/09 -- ANTERIEUR a la mesure, verdict perime ; verifie grep sur l'interface). Ce n'est pas un cablage, c'est un retrait assume : la surface d'emits ne promet plus ce qu'elle ne tient pas.
L185	OrigamTextField	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L187	OrigamTextareaField	C5	defaut	conforme	C5 defaut -> conforme : meme retrait que OrigamTextField (ITextareaFieldEmits n'etend plus IFieldEmits). Verifie grep sur l'interface.
L187	OrigamTextareaField	Gravite	majeur	aucun	C5 defaut -> conforme : meme retrait que OrigamTextField (ITextareaFieldEmits n'etend plus IFieldEmits). Verifie grep sur l'interface.
L187	OrigamTextareaField	Ticket	CORRIGE #421 (df0e20e0)	CORRIGE #421 (df0e20e0) ; C5 CORRIGE — retrait volontaire de update:active (a6486ee4, 03/09)	C5 defaut -> conforme : meme retrait que OrigamTextField (ITextareaFieldEmits n'etend plus IFieldEmits). Verifie grep sur l'interface.
L187	OrigamTextareaField	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L31	OrigamChartBullet	C2	defaut	conforme	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L31	OrigamChartBullet	Gravite	majeur	aucun	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L31	OrigamChartBullet	Ticket	#389, #395, #426	#389, #395, #426 ; C2 CORRIGE — :where(&) sur la declaration padding/margin fautive (PR #646)	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L31	OrigamChartBullet	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L46	OrigamChartSankey	C2	defaut	conforme	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L46	OrigamChartSankey	Gravite	majeur	aucun	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L46	OrigamChartSankey	Ticket	#389, #395, #426	#389, #395, #426 ; C2 CORRIGE — :where(&) sur la declaration padding/margin fautive (PR #646)	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L46	OrigamChartSankey	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L52	OrigamChartVariwide	C2	defaut	conforme	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L52	OrigamChartVariwide	Gravite	majeur	aucun	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L52	OrigamChartVariwide	Ticket	#389, #395, #426	#389, #395, #426 ; C2 CORRIGE — :where(&) sur la declaration padding/margin fautive (PR #646)	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L52	OrigamChartVariwide	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L41	OrigamChartPolar	C2	defaut	conforme	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L41	OrigamChartPolar	Gravite	majeur	aucun	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L41	OrigamChartPolar	Ticket	#389, #395, #426	#389, #395, #426 ; C2 CORRIGE — :where(&) sur la declaration padding/margin fautive (PR #646)	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L41	OrigamChartPolar	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L42	OrigamChartPolarBar	C2	defaut	conforme	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L42	OrigamChartPolarBar	Gravite	majeur	aucun	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L42	OrigamChartPolarBar	Ticket	#389, #395, #426	#389, #395, #426 ; C2 CORRIGE — :where(&) sur la declaration padding/margin fautive (PR #646)	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L42	OrigamChartPolarBar	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L49	OrigamChartSunburst	C2	defaut	conforme	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L49	OrigamChartSunburst	Gravite	majeur	aucun	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L49	OrigamChartSunburst	Ticket	#389, #395, #426	#389, #395, #426 ; C2 CORRIGE — :where(&) sur la declaration padding/margin fautive (PR #646)	C2 defaut -> conforme : le canal padding/margin d'echelle etait inerte (specificite scoped [data-v-hash] = (0,2,0) battant l'utilitaire (0,1,0)) ; corrige par :where() cible sur la seule declaration fautive (PAS de @layer, PAS de !important, PAS de changement de cascade globale). A/B Chromium pre-fix 12px / post-fix 16px. Contre-epreuve du harnais : rejoue contre le pre-fix, exactement 6 tests echouent (Bullet/Sankey/Variwide x padding+margin), les 8 autres restent verts.
L49	OrigamChartSunburst	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L28	OrigamChart	C2	defaut	conforme	C2 defaut -> conforme : faux positif, OrigamChart n'a aucun <style> scoped propre (Chart/Legend/Tooltip) ou aucune prop consommateur ne concurrence ses couleurs SVG par defaut (Axis, n'etend pas IColorProps) -- rien a corriger, verdict initial errone.
L28	OrigamChart	Ticket	#389, #395, #426	#389, #395, #426 ; C2 FAUX POSITIF — aucun <style> propre / aucune prop IColorProps concurrente (PR #646)	C2 defaut -> conforme : faux positif, OrigamChart n'a aucun <style> scoped propre (Chart/Legend/Tooltip) ou aucune prop consommateur ne concurrence ses couleurs SVG par defaut (Axis, n'etend pas IColorProps) -- rien a corriger, verdict initial errone.
L28	OrigamChart	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L37	OrigamChartLegend	C2	defaut	conforme	C2 defaut -> conforme : faux positif, OrigamChartLegend n'a aucun <style> scoped propre (Chart/Legend/Tooltip) ou aucune prop consommateur ne concurrence ses couleurs SVG par defaut (Axis, n'etend pas IColorProps) -- rien a corriger, verdict initial errone.
L37	OrigamChartLegend	Gravite	majeur	aucun	C2 defaut -> conforme : faux positif, OrigamChartLegend n'a aucun <style> scoped propre (Chart/Legend/Tooltip) ou aucune prop consommateur ne concurrence ses couleurs SVG par defaut (Axis, n'etend pas IColorProps) -- rien a corriger, verdict initial errone.
L37	OrigamChartLegend	Ticket	#389, #395, #426	#389, #395, #426 ; C2 FAUX POSITIF — aucun <style> propre / aucune prop IColorProps concurrente (PR #646)	C2 defaut -> conforme : faux positif, OrigamChartLegend n'a aucun <style> scoped propre (Chart/Legend/Tooltip) ou aucune prop consommateur ne concurrence ses couleurs SVG par defaut (Axis, n'etend pas IColorProps) -- rien a corriger, verdict initial errone.
L37	OrigamChartLegend	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L50	OrigamChartTooltip	C2	defaut	conforme	C2 defaut -> conforme : faux positif, OrigamChartTooltip n'a aucun <style> scoped propre (Chart/Legend/Tooltip) ou aucune prop consommateur ne concurrence ses couleurs SVG par defaut (Axis, n'etend pas IColorProps) -- rien a corriger, verdict initial errone.
L50	OrigamChartTooltip	Gravite	majeur	aucun	C2 defaut -> conforme : faux positif, OrigamChartTooltip n'a aucun <style> scoped propre (Chart/Legend/Tooltip) ou aucune prop consommateur ne concurrence ses couleurs SVG par defaut (Axis, n'etend pas IColorProps) -- rien a corriger, verdict initial errone.
L50	OrigamChartTooltip	Ticket	#389, #395, #426	#389, #395, #426 ; C2 FAUX POSITIF — aucun <style> propre / aucune prop IColorProps concurrente (PR #646)	C2 defaut -> conforme : faux positif, OrigamChartTooltip n'a aucun <style> scoped propre (Chart/Legend/Tooltip) ou aucune prop consommateur ne concurrence ses couleurs SVG par defaut (Axis, n'etend pas IColorProps) -- rien a corriger, verdict initial errone.
L50	OrigamChartTooltip	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L29	OrigamChartAxis	C2	defaut	conforme	C2 defaut -> conforme : faux positif, OrigamChartAxis n'a aucun <style> scoped propre (Chart/Legend/Tooltip) ou aucune prop consommateur ne concurrence ses couleurs SVG par defaut (Axis, n'etend pas IColorProps) -- rien a corriger, verdict initial errone.
L29	OrigamChartAxis	Ticket	#389, #395, #426	#389, #395, #426 ; C2 FAUX POSITIF — aucun <style> propre / aucune prop IColorProps concurrente (PR #646)	C2 defaut -> conforme : faux positif, OrigamChartAxis n'a aucun <style> scoped propre (Chart/Legend/Tooltip) ou aucune prop consommateur ne concurrence ses couleurs SVG par defaut (Axis, n'etend pas IColorProps) -- rien a corriger, verdict initial errone.
L29	OrigamChartAxis	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L24	OrigamCardHeader	C2	defaut	conforme	C2 defaut -> conforme : meme defaut que les 6 Chart corriges (4 longhands padding-*/margin-*), trouve en auditant IPaddingProps ; corrige par :where(&) (verifie grep OrigamCardHeader.vue:326, paddingClasses/marginClasses consommes lignes 157-158/235-236).
L24	OrigamCardHeader	Gravite	majeur	aucun	C2 defaut -> conforme : meme defaut que les 6 Chart corriges (4 longhands padding-*/margin-*), trouve en auditant IPaddingProps ; corrige par :where(&) (verifie grep OrigamCardHeader.vue:326, paddingClasses/marginClasses consommes lignes 157-158/235-236).
L24	OrigamCardHeader	Ticket	#393, CORRIGE #381 (df0e20e0)	#393, CORRIGE #381 (df0e20e0) ; C2 CORRIGE — meme defaut padding/margin que la famille Chart (PR #646, hors perimetre initial)	C2 defaut -> conforme : meme defaut que les 6 Chart corriges (4 longhands padding-*/margin-*), trouve en auditant IPaddingProps ; corrige par :where(&) (verifie grep OrigamCardHeader.vue:326, paddingClasses/marginClasses consommes lignes 157-158/235-236).
L24	OrigamCardHeader	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L3	OrigamAlert	C7	defaut	conforme	C7 defaut -> conforme : hover:true par defaut verrouillait isOn (premier survol = no-op, update:hover jamais emis) ; corrige (hover:false + vrai v-model), A/B rouge sur HEAD~1 confirme. 34/34 e2e.
L3	OrigamAlert	Gravite	majeur	aucun	C7 defaut -> conforme : hover:true par defaut verrouillait isOn (premier survol = no-op, update:hover jamais emis) ; corrige (hover:false + vrai v-model), A/B rouge sur HEAD~1 confirme. 34/34 e2e.
L3	OrigamAlert	Ticket	CORRIGE #376 (aa1d9f97), CORRIGE #381 (df0e20e0)	CORRIGE #376 (aa1d9f97), CORRIGE #381 (df0e20e0) ; CORRIGE (a5f4498c, 10/09)	C7 defaut -> conforme : hover:true par defaut verrouillait isOn (premier survol = no-op, update:hover jamais emis) ; corrige (hover:false + vrai v-model), A/B rouge sur HEAD~1 confirme. 34/34 e2e.
L3	OrigamAlert	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L8	OrigamAvatarGroup	C6	defaut	conforme	"C6 defaut -> conforme (vrai defaut trouve, absent du classeur en tant que tel) : expandOnClick etait inaccessible au clavier (WCAG 2.1.1) ; tabindex/aria-expanded/Entree-Espace ajoutes (verifie grep OrigamAvatarGroup.vue:9-10,239-240). C7 defaut -> conforme : couverture e2e passee de 1 a 14 Variants (0b4d56ee) -- corrige le ""13 des 14 Variants sans couverture e2e"" des Notes. Reste C2 defaut (non touche), gravite inchangee (majeur, 1 defaut restant)."
L8	OrigamAvatarGroup	C7	defaut	conforme	"C6 defaut -> conforme (vrai defaut trouve, absent du classeur en tant que tel) : expandOnClick etait inaccessible au clavier (WCAG 2.1.1) ; tabindex/aria-expanded/Entree-Espace ajoutes (verifie grep OrigamAvatarGroup.vue:9-10,239-240). C7 defaut -> conforme : couverture e2e passee de 1 a 14 Variants (0b4d56ee) -- corrige le ""13 des 14 Variants sans couverture e2e"" des Notes. Reste C2 defaut (non touche), gravite inchangee (majeur, 1 defaut restant)."
L8	OrigamAvatarGroup	Ticket	CORRIGE #376 (aa1d9f97), CORRIGE #381 (df0e20e0)	CORRIGE #376 (aa1d9f97), CORRIGE #381 (df0e20e0) ; CORRIGE C6 (0b4d56ee, 10/09) ; C7 couverture 1->14 Variants	"C6 defaut -> conforme (vrai defaut trouve, absent du classeur en tant que tel) : expandOnClick etait inaccessible au clavier (WCAG 2.1.1) ; tabindex/aria-expanded/Entree-Espace ajoutes (verifie grep OrigamAvatarGroup.vue:9-10,239-240). C7 defaut -> conforme : couverture e2e passee de 1 a 14 Variants (0b4d56ee) -- corrige le ""13 des 14 Variants sans couverture e2e"" des Notes. Reste C2 defaut (non touche), gravite inchangee (majeur, 1 defaut restant)."
L8	OrigamAvatarGroup	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L68	OrigamConfirmWrapper	C5	defaut	conforme	"C6 defaut -> conforme : :id=""id"" ajoute a la racine, useStyle recoit () => props.id (verifie grep OrigamConfirmWrapper.vue:3). C5 defaut -> conforme (aucune justification retrouvee dans les Notes existantes pour ce defaut) : update:modelValue/update:confirm mesures fonctionnels via le passage en --error/--dirty (PR #632, mesure fraiche)."
L68	OrigamConfirmWrapper	C6	defaut	conforme	"C6 defaut -> conforme : :id=""id"" ajoute a la racine, useStyle recoit () => props.id (verifie grep OrigamConfirmWrapper.vue:3). C5 defaut -> conforme (aucune justification retrouvee dans les Notes existantes pour ce defaut) : update:modelValue/update:confirm mesures fonctionnels via le passage en --error/--dirty (PR #632, mesure fraiche)."
L68	OrigamConfirmWrapper	Gravite	majeur	aucun	"C6 defaut -> conforme : :id=""id"" ajoute a la racine, useStyle recoit () => props.id (verifie grep OrigamConfirmWrapper.vue:3). C5 defaut -> conforme (aucune justification retrouvee dans les Notes existantes pour ce defaut) : update:modelValue/update:confirm mesures fonctionnels via le passage en --error/--dirty (PR #632, mesure fraiche)."
L68	OrigamConfirmWrapper	Ticket	CORRIGE #381 (df0e20e0)	CORRIGE #381 (df0e20e0) ; CORRIGE (21cb0792, 10/09)	"C6 defaut -> conforme : :id=""id"" ajoute a la racine, useStyle recoit () => props.id (verifie grep OrigamConfirmWrapper.vue:3). C5 defaut -> conforme (aucune justification retrouvee dans les Notes existantes pour ce defaut) : update:modelValue/update:confirm mesures fonctionnels via le passage en --error/--dirty (PR #632, mesure fraiche)."
L68	OrigamConfirmWrapper	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L146	OrigamOverlayScrim	C1	defaut	conforme	"C1 defaut -> conforme (double correction) : (a) tag/disabled/border-radius/position tokens ANTERIEUREMENT corriges (bbd949d2, 26/08, #447 FERME -- verdict perime, verifie grep :is=""tag"" et var(--origam-overlay-scrim---border-radius/position)) ; (b) scrim=false ne rendait ni transparent ni click-through, corrige aujourd'hui (80beb096) avec classe .origam-scrim--transparent dediee -- DEFAUT REEL, HORS CLASSEUR, ticket a ouvrir pour tracabilite malgre la correction deja livree. C5 defaut -> conforme : click/mouseenter/mouseleave etaient DEJA emis (faux positif du classeur), et un spec e2e dedie a ete cree (overlay-scrim.spec.ts, 149 lignes, n'existait pas). C7 defaut -> conforme : doc et code concordent desormais sur border-radius/position (var() reels)."
L146	OrigamOverlayScrim	C5	defaut	conforme	"C1 defaut -> conforme (double correction) : (a) tag/disabled/border-radius/position tokens ANTERIEUREMENT corriges (bbd949d2, 26/08, #447 FERME -- verdict perime, verifie grep :is=""tag"" et var(--origam-overlay-scrim---border-radius/position)) ; (b) scrim=false ne rendait ni transparent ni click-through, corrige aujourd'hui (80beb096) avec classe .origam-scrim--transparent dediee -- DEFAUT REEL, HORS CLASSEUR, ticket a ouvrir pour tracabilite malgre la correction deja livree. C5 defaut -> conforme : click/mouseenter/mouseleave etaient DEJA emis (faux positif du classeur), et un spec e2e dedie a ete cree (overlay-scrim.spec.ts, 149 lignes, n'existait pas). C7 defaut -> conforme : doc et code concordent desormais sur border-radius/position (var() reels)."
L146	OrigamOverlayScrim	C7	defaut	conforme	"C1 defaut -> conforme (double correction) : (a) tag/disabled/border-radius/position tokens ANTERIEUREMENT corriges (bbd949d2, 26/08, #447 FERME -- verdict perime, verifie grep :is=""tag"" et var(--origam-overlay-scrim---border-radius/position)) ; (b) scrim=false ne rendait ni transparent ni click-through, corrige aujourd'hui (80beb096) avec classe .origam-scrim--transparent dediee -- DEFAUT REEL, HORS CLASSEUR, ticket a ouvrir pour tracabilite malgre la correction deja livree. C5 defaut -> conforme : click/mouseenter/mouseleave etaient DEJA emis (faux positif du classeur), et un spec e2e dedie a ete cree (overlay-scrim.spec.ts, 149 lignes, n'existait pas). C7 defaut -> conforme : doc et code concordent desormais sur border-radius/position (var() reels)."
L146	OrigamOverlayScrim	Gravite	majeur	aucun	"C1 defaut -> conforme (double correction) : (a) tag/disabled/border-radius/position tokens ANTERIEUREMENT corriges (bbd949d2, 26/08, #447 FERME -- verdict perime, verifie grep :is=""tag"" et var(--origam-overlay-scrim---border-radius/position)) ; (b) scrim=false ne rendait ni transparent ni click-through, corrige aujourd'hui (80beb096) avec classe .origam-scrim--transparent dediee -- DEFAUT REEL, HORS CLASSEUR, ticket a ouvrir pour tracabilite malgre la correction deja livree. C5 defaut -> conforme : click/mouseenter/mouseleave etaient DEJA emis (faux positif du classeur), et un spec e2e dedie a ete cree (overlay-scrim.spec.ts, 149 lignes, n'existait pas). C7 defaut -> conforme : doc et code concordent desormais sur border-radius/position (var() reels)."
L146	OrigamOverlayScrim	Ticket	TICKET INVALIDE (etait 'J157', format non reconnu) - a rouvrir/retrouver	FERME #447 (tag/disabled/tokens, 26/08) ; CORRIGE scrim=false (80beb096, 10/09) — ticket a ouvrir pour ce point precis	"C1 defaut -> conforme (double correction) : (a) tag/disabled/border-radius/position tokens ANTERIEUREMENT corriges (bbd949d2, 26/08, #447 FERME -- verdict perime, verifie grep :is=""tag"" et var(--origam-overlay-scrim---border-radius/position)) ; (b) scrim=false ne rendait ni transparent ni click-through, corrige aujourd'hui (80beb096) avec classe .origam-scrim--transparent dediee -- DEFAUT REEL, HORS CLASSEUR, ticket a ouvrir pour tracabilite malgre la correction deja livree. C5 defaut -> conforme : click/mouseenter/mouseleave etaient DEJA emis (faux positif du classeur), et un spec e2e dedie a ete cree (overlay-scrim.spec.ts, 149 lignes, n'existait pas). C7 defaut -> conforme : doc et code concordent desormais sur border-radius/position (var() reels)."
L146	OrigamOverlayScrim	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L72	OrigamDataText	C3	defaut	conforme	C3 defaut -> conforme : hoverColor/hoverBgColor n'ont pas ete cables, ils ont ete SUPPRIMES (8ea081f2, verifie grep -- commentaire explicite dans le fichier). Le defaut (props mortes) n'existe plus par construction.
L72	OrigamDataText	Gravite	majeur	aucun	C3 defaut -> conforme : hoverColor/hoverBgColor n'ont pas ete cables, ils ont ete SUPPRIMES (8ea081f2, verifie grep -- commentaire explicite dans le fichier). Le defaut (props mortes) n'existe plus par construction.
L72	OrigamDataText	Ticket	#408	#408 ; CORRIGE (8ea081f2)	C3 defaut -> conforme : hoverColor/hoverBgColor n'ont pas ete cables, ils ont ete SUPPRIMES (8ea081f2, verifie grep -- commentaire explicite dans le fichier). Le defaut (props mortes) n'existe plus par construction.
L72	OrigamDataText	Notes	(voir texte precedent)	(annexe RECONCILIATION 2026-09-11)	annexe complete en colonne Notes du CSV (texte trop long pour cette colonne)
L73	OrigamDataTitle	C3	defaut	conforme	C3 defaut -> conforme : meme retrait que OrigamDataText (fichier miroir). Verifie grep.
